Year,Gen,Transect,Sequence,Donor,Recipient,Plant_ID,F_plant,sample_ID_SEG,sample_ID,SegPos,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweight_mg_SEG,closed_fruits,open_fruits,filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,msm_all,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds,Cohort,Block,Replicated,Rep_FitP,any_FitP,F_plant_ID,F_multi,Germ_Date,days_germ2flower,corolla_area_mm2,corolla_area_mm2_SEG,Needed Area Redo,nonfitness_fruits,sd_msm_all,est_fecundity_int,surv_to_germ
2023,G2,1,9,HR_175,HR_196,1,TRUE,HR-196-G2-001-9R,HR-196-G2-001-9R-1,9R,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,10,HR_064,HR_019,5,TRUE,HR-019-G1-001-10L,HR-019-G1-001-10L-5,10L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,18.09,18.09,0,7,0,0,7,NA,NA,NA,NA,NA,22.754,2024-04-05,NA,NA,21.327,1.12,19.04196428571429,NA,0.05251559056594927,NA,-31.83,4.49,-31.83,4.49,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,10,HR_115,HR_111,4,TRUE,HR-111-G2-001-10R,HR-111-G2-001-10R-4,10R,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,NA,NA,NA,11.13,11.13,2,5,3,5,7,1.5,10.5,3.263333333,21.952,2024-04-05,21.952,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,-31.12,2.52,-31.12,2.52,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,11,HR_155,HR_047,2,TRUE,HR-047-G1-001-11L,HR-047-G1-001-11L-2,11L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,22.326,2024-04-20,NA,NA,24.174,1.45,16.671724137931033,NA,0.05998179862662365,NA,NA,NA,-30.73,1.06,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,11,HR_157,HR_095,1,TRUE,HR-095-G1-001-11R,HR-095-G1-001-11R-1,11R,2022-11-10,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,2.87,2.87,1,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,12,HR_008,HR_042,2,TRUE,HR-042-G1-001-12R,HR-042-G1-001-12R-2,12R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,13,13,1,2,0,1,3,0,0,NA,25.136,2024-04-20,25.136,2024-04-20,NA,NA,32.622,1.72,18.96627906976744,NA,0.05272515480350683,NA,-29.47,4.73,-29.47,4.73,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,12,HR_115,HR_111,4,TRUE,HR-111-G1-001-12L,HR-111-G1-001-12L-4,12L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,1.5,1.5,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,68.728,3.85,17.85142857142857,NA,0.05601792573623559,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,13,HR_125,HR_086,4,TRUE,HR-086-G2-001-13L,HR-086-G2-001-13L-4,13L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,5.33,5.33,2,0,5,9,2,2.5,5,1.426,NA,NA,22.521,2024-04-05,NA,NA,45.57,2.82,16.159574468085108,NA,0.0618828176431863,NA,-30.64,2.48,-30.64,2.48,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,13,HR_115,HR_111,1,TRUE,HR-111-G2-001-13R,HR-111-G2-001-13R-1,13R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,NA,NA,NA,21.91,21.91,8,1,12,21,9,1.5,13.5,2.345,NA,NA,NA,NA,NA,NA,51.276,2.62,19.570992366412213,NA,0.05109602933146112,NA,-30.46,4.24,-30.46,4.24,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,14,HR_121,HR_105,1,TRUE,HR-105-G1-001-14R,HR-105-G1-001-14R-1,14R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,4.96,4.96,0,3,0,0,3,NA,NA,NA,NA,NA,23.572,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,-31.3,1.9,-31.3,1.9,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,14,HR_149,HR_174,1,TRUE,HR-174-G2-001-14L,HR-174-G2-001-14L-1,14L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,3.73,3.73,1,0,0,2,1,0,0,NA,23.663,2024-04-20,23.663,2024-04-20,NA,NA,22.848,1.11,20.58378378378378,NA,0.04858193277310925,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,15,HR_141,HR_044,3,TRUE,HR-044-G2-001-15L,HR-044-G2-001-15L-3,15L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,7.09,7.09,3,0,5,6,3,1.666666667,5,2.770833333,NA,NA,NA,NA,NA,NA,17.223,0.98,17.574489795918367,NA,0.05690065609940196,NA,-31.64,3.66,-31.64,3.66,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,15,HR_085,HR_107,2,TRUE,HR-107-G2-001-15R,HR-107-G2-001-15R-2,15R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,19.626,2024-04-20,19.626,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.69,1.43,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,16,HR_008,HR_012,4,TRUE,HR-012-G2-001-16R,HR-012-G2-001-16R-4,16R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,2.79,2.79,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,16,HR_195,HR_104,1,TRUE,HR-104-G1-001-16L,HR-104-G1-001-16L-1,16L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,2.52,2.52,2,0,0,2,2,0,0,NA,22.406,2024-04-20,22.406,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,17,HR_148,HR_050,2,TRUE,HR-050-G2-001-17R,HR-050-G2-001-17R-2,17R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,1.67,1.67,0,0,0,0,0,NA,0,NA,NA,NA,23.953,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,17,HR_069,HR_156,3,TRUE,HR-156-G2-001-17L,HR-156-G2-001-17L-3,17L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,29.5,29.5,6,0,8,26,6,1.333333333,8,2.10875,NA,NA,NA,NA,NA,NA,59.42,3.2,18.56875,NA,0.0538539212386402,NA,-30.88,2.26,-30.88,2.26,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,18,HR_002,HR_071,5,TRUE,HR-071-G1-001-18L,HR-071-G1-001-18L-5,18L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,5.07,5.07,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.12,1.3,-30.12,1.3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,18,HR_066,HR_137,4,TRUE,HR-137-G1-001-18R,HR-137-G1-001-18R-4,18R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,12.51,12.51,2,1,0,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.6,2.76,-29.6,2.76,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,19,HR_066,HR_087,1,TRUE,HR-087-G1-001-19R,HR-087-G1-001-19R-1,19R,2022-11-10,2022-11-13,2024-05-04,541,538,2024-05-04,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,19,HR_057,HR_110,5,TRUE,HR-110-G2-001-19L,HR-110-G2-001-19L-5,19L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,2.91,2.91,1,0,0,4,1,0,0,NA,23.851,2024-04-20,23.851,2024-04-20,NA,NA,32.48,1.42,22.873239436619716,NA,0.0437192118226601,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,20,HR_155,HR_047,1,TRUE,HR-047-G1-001-20L,HR-047-G1-001-20L-1,20L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,3.21,3.21,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,20,HR_074,HR_070,3,TRUE,HR-070-G2-001-20R,HR-070-G2-001-20R-3,20R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,2.93,2.93,0,0,0,0,0,NA,0,NA,21.494,2024-04-20,21.494,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,21,HR_070,HR_061,3,TRUE,HR-061-G2-001-21R,HR-061-G2-001-21R-3,21R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,2.94,2.94,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,21,HR_108,HR_177,2,TRUE,HR-177-G1-001-21L,HR-177-G1-001-21L-2,21L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,0.84,0.84,0,0,0,0,0,NA,0,NA,25.889,2024-04-20,25.889,2024-04-20,NA,NA,32.016,1.44,22.233333333333334,NA,0.04497751124437781,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,22,HR_155,HR_047,3,TRUE,HR-047-G1-001-22L,HR-047-G1-001-22L-3,22L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,6.02,6.02,1,0,0,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,50.821,2.59,19.622007722007723,NA,0.05096318451034021,NA,-30.35,2.53,-30.35,2.53,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,22,HR_008,HR_058,4,TRUE,HR-058-G1-001-22R,HR-058-G1-001-22R-4,22R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,1.79,1.79,1,0,3,4,1,3,3,1.126666667,20.534,2024-04-20,20.534,2024-04-20,NA,NA,32.093,1.96,16.373979591836736,NA,0.06107250802355653,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,23,HR_110,HR_032,5,TRUE,HR-032-G2-001-23R,HR-032-G2-001-23R-5,23R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,6.86,6.86,3,0,7,9,3,2.333333333,7,2.581666667,24.194,2024-04-20,24.194,2024-04-20,NA,NA,26.861,1.71,15.708187134502923,NA,0.06366106995271956,NA,-30.59,3.78,-30.59,3.78,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,23,HR_053,HR_169,5,TRUE,HR-169-G2-001-23L,HR-169-G2-001-23L-5,23L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,7.41,7.41,2,0,1,6,2,0.5,1,3.65,26.489,2024-04-20,26.489,2024-04-20,NA,NA,28.402,1.38,20.581159420289858,NA,0.04858812759664811,NA,-31.52,4.54,-31.52,4.54,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,24,HR_155,HR_121,2,TRUE,HR-121-G2-001-24R,HR-121-G2-001-24R-2,24R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,25.337,1.75,14.478285714285716,NA,0.06906895054663141,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,25,HR_095,HR_020,5,TRUE,HR-020-G2-001-25R,HR-020-G2-001-25R-5,25R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,3.38,3.38,1,0,1,4,1,1,1,2.35,22.219,2024-04-20,22.219,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,-30.46,1.18,-30.46,1.18,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,25,HR_147,HR_118,5,TRUE,HR-118-G2-001-25L,HR-118-G2-001-25L-5,25L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,NA,NA,NA,28.65,28.65,8,3,7,28,11,0.875,9.625,1.895416667,22.797,2024-04-20,22.797,2024-04-20,NA,NA,12.696,0.82,15.482926829268294,NA,0.0645872715816005,NA,-30.17,3.6,-30.17,3.6,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,1,26,HR_139,HR_062,2,TRUE,HR-062-G2-001-26R,HR-062-G2-001-26R-2,26R,2022-11-10,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,4,3,0,0,NA,NA,NA,26.235,2024-04-20,NA,NA,24.075,1.55,15.532258064516128,NA,0.06438213914849429,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,26,HR_100,HR_135,4,TRUE,HR-135-G1-001-26L,HR-135-G1-001-26L-4,26L,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,NA,NA,NA,5.58,5.58,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.1,1.87,-31.1,1.87,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,1,27,HR_074,HR_070,2,TRUE,HR-070-G1-001-27R,HR-070-G1-001-27R-2,27R,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,1900-01-01,NA,NA,22.4,22.4,4,2,1,7,6,0.25,1.5,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.27,3.72,-31.27,3.72,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
