UniqueID,Date,Time,Plot,Treatment,CVC
571,6/25/2016,6:00:00 AM,6,Full rain,0.1121
572,6/25/2016,7:00:00 AM,6,Full rain,0.1121
573,6/25/2016,8:00:00 AM,6,Full rain,0.1114
574,6/25/2016,9:00:00 AM,6,Full rain,0.1121
575,6/25/2016,10:00:00 AM,6,Full rain,0.1129
576,6/25/2016,11:00:00 AM,6,Full rain,0.115
577,6/25/2016,12:00:00 PM,6,Full rain,0.1165
578,6/25/2016,1:00:00 PM,6,Full rain,0.1172
579,6/25/2016,2:00:00 PM,6,Full rain,0.1194
580,6/25/2016,3:00:00 PM,6,Full rain,0.1209
581,6/25/2016,4:00:00 PM,6,Full rain,0.1209
582,6/25/2016,5:00:00 PM,6,Full rain,0.1216
583,6/25/2016,6:00:00 PM,6,Full rain,0.1209
584,6/25/2016,7:00:00 PM,6,Full rain,0.1194
585,6/25/2016,8:00:00 PM,6,Full rain,0.118
586,6/25/2016,9:00:00 PM,6,Full rain,0.118
587,6/25/2016,10:00:00 PM,6,Full rain,0.1165
588,6/25/2016,11:00:00 PM,6,Full rain,0.1158
589,6/26/2016,12:00:00 AM,6,Full rain,0.115
590,6/26/2016,1:00:00 AM,6,Full rain,0.1143
591,6/26/2016,2:00:00 AM,6,Full rain,0.1136
592,6/26/2016,3:00:00 AM,6,Full rain,0.1129
593,6/26/2016,4:00:00 AM,6,Full rain,0.1121
594,6/26/2016,5:00:00 AM,6,Full rain,0.1114
595,6/26/2016,6:00:00 AM,6,Full rain,0.1107
596,6/26/2016,7:00:00 AM,6,Full rain,0.1107
597,6/26/2016,8:00:00 AM,6,Full rain,0.11
598,6/26/2016,9:00:00 AM,6,Full rain,0.1107
599,6/26/2016,10:00:00 AM,6,Full rain,0.1114
600,6/26/2016,11:00:00 AM,6,Full rain,0.1129
601,6/26/2016,12:00:00 PM,6,Full rain,0.115
602,6/26/2016,1:00:00 PM,6,Full rain,0.1172
603,6/26/2016,2:00:00 PM,6,Full rain,0.118
604,6/26/2016,3:00:00 PM,6,Full rain,0.1194
605,6/26/2016,4:00:00 PM,6,Full rain,0.1201
606,6/26/2016,5:00:00 PM,6,Full rain,0.1201
607,6/26/2016,6:00:00 PM,6,Full rain,0.1201
608,6/26/2016,7:00:00 PM,6,Full rain,0.1187
609,6/26/2016,8:00:00 PM,6,Full rain,0.118
610,6/26/2016,9:00:00 PM,6,Full rain,0.1172
611,6/26/2016,10:00:00 PM,6,Full rain,0.1158
612,6/26/2016,11:00:00 PM,6,Full rain,0.115
613,6/27/2016,12:00:00 AM,6,Full rain,0.1143
614,6/27/2016,1:00:00 AM,6,Full rain,0.1129
615,6/27/2016,2:00:00 AM,6,Full rain,0.1121
616,6/27/2016,3:00:00 AM,6,Full rain,0.1114
617,6/27/2016,4:00:00 AM,6,Full rain,0.1107
618,6/27/2016,5:00:00 AM,6,Full rain,0.1107
619,6/27/2016,6:00:00 AM,6,Full rain,0.11
620,6/27/2016,7:00:00 AM,6,Full rain,0.1092
621,6/27/2016,8:00:00 AM,6,Full rain,0.1092
622,6/27/2016,9:00:00 AM,6,Full rain,0.1092
623,6/27/2016,10:00:00 AM,6,Full rain,0.11
624,6/27/2016,11:00:00 AM,6,Full rain,0.1107
625,6/27/2016,12:00:00 PM,6,Full rain,0.1121
626,6/27/2016,1:00:00 PM,6,Full rain,0.1129
627,6/27/2016,2:00:00 PM,6,Full rain,0.1143
628,6/27/2016,3:00:00 PM,6,Full rain,0.115
629,6/27/2016,4:00:00 PM,6,Full rain,0.115
630,6/27/2016,5:00:00 PM,6,Full rain,0.115
631,6/27/2016,6:00:00 PM,6,Full rain,0.1158
632,6/27/2016,7:00:00 PM,6,Full rain,0.115
633,6/27/2016,8:00:00 PM,6,Full rain,0.1136
634,6/27/2016,9:00:00 PM,6,Full rain,0.1121
635,6/27/2016,10:00:00 PM,6,Full rain,0.1114
636,6/27/2016,11:00:00 PM,6,Full rain,0.11
637,6/28/2016,12:00:00 AM,6,Full rain,0.11
638,6/28/2016,1:00:00 AM,6,Full rain,0.1092
639,6/28/2016,2:00:00 AM,6,Full rain,0.1085
640,6/28/2016,3:00:00 AM,6,Full rain,0.1078
641,6/28/2016,4:00:00 AM,6,Full rain,0.1078
642,6/28/2016,5:00:00 AM,6,Full rain,0.1071
643,6/28/2016,6:00:00 AM,6,Full rain,0.1063
644,6/28/2016,7:00:00 AM,6,Full rain,0.1063
645,6/28/2016,8:00:00 AM,6,Full rain,0.1056
646,6/28/2016,9:00:00 AM,6,Full rain,0.1056
647,6/28/2016,10:00:00 AM,6,Full rain,0.1063
648,6/28/2016,11:00:00 AM,6,Full rain,0.1078
649,6/28/2016,12:00:00 PM,6,Full rain,0.1092
650,6/28/2016,1:00:00 PM,6,Full rain,0.1107
651,6/28/2016,2:00:00 PM,6,Full rain,0.1129
652,6/28/2016,3:00:00 PM,6,Full rain,0.1129
653,6/28/2016,4:00:00 PM,6,Full rain,0.1136
654,6/28/2016,5:00:00 PM,6,Full rain,0.1136
655,6/28/2016,6:00:00 PM,6,Full rain,0.1143
656,6/28/2016,7:00:00 PM,6,Full rain,0.1143
657,6/28/2016,8:00:00 PM,6,Full rain,0.1129
658,6/28/2016,9:00:00 PM,6,Full rain,0.1114
659,6/28/2016,10:00:00 PM,6,Full rain,0.11
660,6/28/2016,11:00:00 PM,6,Full rain,0.1092
661,6/29/2016,12:00:00 AM,6,Full rain,0.1085
662,6/29/2016,1:00:00 AM,6,Full rain,0.1078
663,6/29/2016,2:00:00 AM,6,Full rain,0.1078
664,6/29/2016,3:00:00 AM,6,Full rain,0.1063
665,6/29/2016,4:00:00 AM,6,Full rain,0.1056
666,6/29/2016,5:00:00 AM,6,Full rain,0.1049
667,6/29/2016,6:00:00 AM,6,Full rain,0.1049
668,6/29/2016,7:00:00 AM,6,Full rain,0.1042
669,6/29/2016,8:00:00 AM,6,Full rain,0.1042
670,6/29/2016,9:00:00 AM,6,Full rain,0.1042
671,6/29/2016,10:00:00 AM,6,Full rain,0.1049
672,6/29/2016,11:00:00 AM,6,Full rain,0.1056
673,6/29/2016,12:00:00 PM,6,Full rain,0.1071
674,6/29/2016,1:00:00 PM,6,Full rain,0.1085
675,6/29/2016,2:00:00 PM,6,Full rain,0.1107
676,6/29/2016,3:00:00 PM,6,Full rain,0.11
677,6/29/2016,4:00:00 PM,6,Full rain,0.1107
678,6/29/2016,5:00:00 PM,6,Full rain,0.1114
679,6/29/2016,6:00:00 PM,6,Full rain,0.1114
680,6/29/2016,7:00:00 PM,6,Full rain,0.1114
681,6/29/2016,8:00:00 PM,6,Full rain,0.11
682,6/29/2016,9:00:00 PM,6,Full rain,0.1092
683,6/29/2016,10:00:00 PM,6,Full rain,0.1078
684,6/29/2016,11:00:00 PM,6,Full rain,0.1071
685,6/30/2016,12:00:00 AM,6,Full rain,0.1063
686,6/30/2016,1:00:00 AM,6,Full rain,0.1056
687,6/30/2016,2:00:00 AM,6,Full rain,0.1049
688,6/30/2016,3:00:00 AM,6,Full rain,0.1049
689,6/30/2016,4:00:00 AM,6,Full rain,0.1042
690,6/30/2016,5:00:00 AM,6,Full rain,0.1034
691,6/30/2016,6:00:00 AM,6,Full rain,0.1034
692,6/30/2016,7:00:00 AM,6,Full rain,0.1688
693,6/30/2016,8:00:00 AM,6,Full rain,0.1485
694,6/30/2016,9:00:00 AM,6,Full rain,0.1434
695,6/30/2016,10:00:00 AM,6,Full rain,0.1405
696,6/30/2016,11:00:00 AM,6,Full rain,0.1397
697,6/30/2016,12:00:00 PM,6,Full rain,0.1376
698,6/30/2016,1:00:00 PM,6,Full rain,0.1354
699,6/30/2016,2:00:00 PM,6,Full rain,0.1361
700,6/30/2016,3:00:00 PM,6,Full rain,0.1339
701,6/30/2016,4:00:00 PM,6,Full rain,0.1339
702,6/30/2016,5:00:00 PM,6,Full rain,0.1347
703,6/30/2016,6:00:00 PM,6,Full rain,0.1325
704,6/30/2016,7:00:00 PM,6,Full rain,0.131
705,6/30/2016,8:00:00 PM,6,Full rain,0.1288
706,6/30/2016,9:00:00 PM,6,Full rain,0.1281
707,6/30/2016,10:00:00 PM,6,Full rain,0.1267
708,6/30/2016,11:00:00 PM,6,Full rain,0.1252
709,7/1/2016,12:00:00 AM,6,Full rain,0.1238
710,7/1/2016,1:00:00 AM,6,Full rain,0.1238
711,7/1/2016,2:00:00 AM,6,Full rain,0.1223
712,7/1/2016,3:00:00 AM,6,Full rain,0.1223
713,7/1/2016,4:00:00 AM,6,Full rain,0.1216
714,7/1/2016,5:00:00 AM,6,Full rain,0.1209
715,7/1/2016,6:00:00 AM,6,Full rain,0.1194
716,7/1/2016,7:00:00 AM,6,Full rain,0.1187
717,7/1/2016,8:00:00 AM,6,Full rain,0.1187
718,7/1/2016,9:00:00 AM,6,Full rain,0.118
719,7/1/2016,10:00:00 AM,6,Full rain,0.1187
720,7/1/2016,11:00:00 AM,6,Full rain,0.1201
721,7/1/2016,12:00:00 PM,6,Full rain,0.1216
722,7/1/2016,1:00:00 PM,6,Full rain,0.1245
723,7/1/2016,2:00:00 PM,6,Full rain,0.1259
724,7/1/2016,3:00:00 PM,6,Full rain,0.1274
725,7/1/2016,4:00:00 PM,6,Full rain,0.1281
726,7/1/2016,5:00:00 PM,6,Full rain,0.1288
727,7/1/2016,6:00:00 PM,6,Full rain,0.1288
728,7/1/2016,7:00:00 PM,6,Full rain,0.1288
729,7/1/2016,8:00:00 PM,6,Full rain,0.1259
730,7/1/2016,9:00:00 PM,6,Full rain,0.1252
731,7/1/2016,10:00:00 PM,6,Full rain,0.1238
732,7/1/2016,11:00:00 PM,6,Full rain,0.1223
733,7/2/2016,12:00:00 AM,6,Full rain,0.1223
734,7/2/2016,1:00:00 AM,6,Full rain,0.1209
735,7/2/2016,2:00:00 AM,6,Full rain,0.1201
736,7/2/2016,3:00:00 AM,6,Full rain,0.1194
737,7/2/2016,4:00:00 AM,6,Full rain,0.1187
738,7/2/2016,5:00:00 AM,6,Full rain,0.118
739,7/2/2016,6:00:00 AM,6,Full rain,0.1172
740,7/2/2016,7:00:00 AM,6,Full rain,0.1165
741,7/2/2016,8:00:00 AM,6,Full rain,0.1165
742,7/2/2016,9:00:00 AM,6,Full rain,0.1165
743,7/2/2016,10:00:00 AM,6,Full rain,0.1172
744,7/2/2016,11:00:00 AM,6,Full rain,0.1187
745,7/2/2016,12:00:00 PM,6,Full rain,0.1209
746,7/2/2016,1:00:00 PM,6,Full rain,0.1216
747,7/2/2016,2:00:00 PM,6,Full rain,0.1238
748,7/2/2016,3:00:00 PM,6,Full rain,0.1245
749,7/2/2016,4:00:00 PM,6,Full rain,0.1252
750,7/2/2016,5:00:00 PM,6,Full rain,0.1252
751,7/2/2016,6:00:00 PM,6,Full rain,0.1252
752,7/2/2016,7:00:00 PM,6,Full rain,0.1223
753,7/2/2016,8:00:00 PM,6,Full rain,0.123
754,7/2/2016,9:00:00 PM,6,Full rain,0.1216
755,7/2/2016,10:00:00 PM,6,Full rain,0.1201
756,7/2/2016,11:00:00 PM,6,Full rain,0.1194
757,7/3/2016,12:00:00 AM,6,Full rain,0.1187
758,7/3/2016,1:00:00 AM,6,Full rain,0.118
759,7/3/2016,2:00:00 AM,6,Full rain,0.1172
760,7/3/2016,3:00:00 AM,6,Full rain,0.1165
761,7/3/2016,4:00:00 AM,6,Full rain,0.1158
762,7/3/2016,5:00:00 AM,6,Full rain,0.1158
763,7/3/2016,6:00:00 AM,6,Full rain,0.115
764,7/3/2016,7:00:00 AM,6,Full rain,0.1143
765,7/3/2016,8:00:00 AM,6,Full rain,0.1143
766,7/3/2016,9:00:00 AM,6,Full rain,0.1143
767,7/3/2016,10:00:00 AM,6,Full rain,0.115
768,7/3/2016,11:00:00 AM,6,Full rain,0.1165
769,7/3/2016,12:00:00 PM,6,Full rain,0.1187
770,7/3/2016,1:00:00 PM,6,Full rain,0.1209
771,7/3/2016,2:00:00 PM,6,Full rain,0.1216
772,7/3/2016,3:00:00 PM,6,Full rain,0.123
773,7/3/2016,4:00:00 PM,6,Full rain,0.1245
774,7/3/2016,5:00:00 PM,6,Full rain,0.1245
775,7/3/2016,6:00:00 PM,6,Full rain,0.1245
776,7/3/2016,7:00:00 PM,6,Full rain,0.1238
777,7/3/2016,8:00:00 PM,6,Full rain,0.123
778,7/3/2016,9:00:00 PM,6,Full rain,0.1209
779,7/3/2016,10:00:00 PM,6,Full rain,0.1209
780,7/3/2016,11:00:00 PM,6,Full rain,0.1187
781,7/4/2016,12:00:00 AM,6,Full rain,0.118
782,7/4/2016,1:00:00 AM,6,Full rain,0.1172
783,7/4/2016,2:00:00 AM,6,Full rain,0.1165
784,7/4/2016,3:00:00 AM,6,Full rain,0.1158
785,7/4/2016,4:00:00 AM,6,Full rain,0.115
786,7/4/2016,5:00:00 AM,6,Full rain,0.1143
787,7/4/2016,6:00:00 AM,6,Full rain,0.1136
788,7/4/2016,7:00:00 AM,6,Full rain,0.1129
789,7/4/2016,8:00:00 AM,6,Full rain,0.1129
790,7/4/2016,9:00:00 AM,6,Full rain,0.1129
791,7/4/2016,10:00:00 AM,6,Full rain,0.115
792,7/4/2016,11:00:00 AM,6,Full rain,0.1143
793,7/4/2016,12:00:00 PM,6,Full rain,0.115
794,7/4/2016,1:00:00 PM,6,Full rain,0.1165
795,7/4/2016,2:00:00 PM,6,Full rain,0.1172
796,7/4/2016,3:00:00 PM,6,Full rain,0.118
797,7/4/2016,4:00:00 PM,6,Full rain,0.1194
798,7/4/2016,5:00:00 PM,6,Full rain,0.1194
799,7/4/2016,6:00:00 PM,6,Full rain,0.1187
800,7/4/2016,7:00:00 PM,6,Full rain,0.1187
801,7/4/2016,8:00:00 PM,6,Full rain,0.118
802,7/4/2016,9:00:00 PM,6,Full rain,0.1172
803,7/4/2016,10:00:00 PM,6,Full rain,0.1165
804,7/4/2016,11:00:00 PM,6,Full rain,0.1158
805,7/5/2016,12:00:00 AM,6,Full rain,0.1143
806,7/5/2016,1:00:00 AM,6,Full rain,0.1136
807,7/5/2016,2:00:00 AM,6,Full rain,0.1136
808,7/5/2016,3:00:00 AM,6,Full rain,0.1129
809,7/5/2016,4:00:00 AM,6,Full rain,0.1121
810,7/5/2016,5:00:00 AM,6,Full rain,0.1121
811,7/5/2016,6:00:00 AM,6,Full rain,0.1114
812,7/5/2016,7:00:00 AM,6,Full rain,0.1114
813,7/5/2016,8:00:00 AM,6,Full rain,0.1114
814,7/5/2016,9:00:00 AM,6,Full rain,0.1114
815,7/5/2016,10:00:00 AM,6,Full rain,0.1107
816,7/5/2016,11:00:00 AM,6,Full rain,0.1114
817,7/5/2016,12:00:00 PM,6,Full rain,0.1136
818,7/5/2016,1:00:00 PM,6,Full rain,0.1143
819,7/5/2016,2:00:00 PM,6,Full rain,0.115
820,7/5/2016,3:00:00 PM,6,Full rain,0.1172
821,7/5/2016,4:00:00 PM,6,Full rain,0.1187
822,7/5/2016,5:00:00 PM,6,Full rain,0.118
823,7/5/2016,6:00:00 PM,6,Full rain,0.1158
824,7/5/2016,7:00:00 PM,6,Full rain,0.1797
825,7/5/2016,8:00:00 PM,6,Full rain,0.1964
826,7/5/2016,9:00:00 PM,6,Full rain,0.1804
827,7/5/2016,10:00:00 PM,6,Full rain,0.1717
828,7/5/2016,11:00:00 PM,6,Full rain,0.163
