Transect,Year,Recipient,Gen,Symbol,Plant_ID,Segment,corolla_dia,
7,2022,HR_184,G1,,3,,,
7,2022,HR_184,G1,,4,,23.76,
7,2022,HR_184,G1,,5,,,
7,2022,HR_184,G1,,6,,19.61,
7,2022,HR_184,G1,,7,,23.89,
7,2022,HR_184,G1,,8,,18.29,
7,2022,HR_124,G1,,1,,,
7,2022,HR_124,G1,,6,,,
7,2022,HR_124,G1,,7,,,
7,2022,HR_124,G1,,8,,16.62,
7,2022,HR_114,G1,,1,,,
7,2022,HR_114,G1,,3,,23.17,
7,2022,HR_114,G1,,4,,,
7,2022,HR_114,G1,,5,,,
7,2022,HR_114,G1,,6,,,
7,2022,HR_114,G1,,7,,18.79,
7,2022,HR_114,G1,,8,,,
7,2022,HR_127,G1,,1,,,
7,2022,HR_127,G1,,2,,18.35,
7,2022,HR_127,G1,,4,,,
7,2022,HR_127,G1,,5,,,
7,2022,HR_127,G1,,6,,18.17,
7,2022,HR_127,G1,,7,,,
7,2022,HR_127,G1,,8,,18.88,
7,2022,HR_182,G1,,1,,,
7,2022,HR_182,G1,,2,,,
7,2022,HR_182,G1,,3,,,
7,2022,HR_182,G1,,5,,,
7,2022,HR_182,G1,,7,,25.636,
7,2022,HR_182,G1,,8,,20.212,
7,2022,HR_147,G1,,1,,,
7,2022,HR_147,G1,,2,,21.67,
7,2022,HR_147,G1,,3,,,
7,2022,HR_147,G1,,4,,23.136,
7,2022,HR_147,G1,,6,,,
7,2022,HR_147,G1,,8,,,
7,2022,HR_134,G1,,1,,,
7,2022,HR_134,G1,,2,,,
7,2022,HR_134,G1,,3,,19.763,
7,2022,HR_134,G1,,4,,19.093,
7,2022,HR_134,G1,,5,,20.465,
7,2022,HR_134,G1,,7,,11.98,
7,2022,HR_134,G1,,8,,16.575,
7,2022,HR_065,G1,,1,,19.068,
7,2022,HR_065,G1,,2,,,
7,2022,HR_065,G1,,3,,,
7,2022,HR_065,G1,,4,,,
7,2022,HR_065,G1,,5,,,
7,2022,HR_065,G1,,6,,20.147,
7,2022,HR_065,G1,,7,,,
7,2022,HR_065,G1,,8,,18.865,
7,2022,HR_001,G1,,1,,,
7,2022,HR_001,G1,,2,,,
7,2022,HR_001,G1,,3,,,
7,2022,HR_001,G1,,4,,,
7,2022,HR_001,G1,,5,,24.9,
7,2022,HR_001,G1,,6,,,
7,2022,HR_001,G1,,7,,,
7,2022,HR_001,G1,,8,,,
7,2022,HR_183,G1,,1,,22.51,
7,2022,HR_183,G1,,2,,21.8,
7,2022,HR_183,G1,,3,,,
7,2022,HR_183,G1,,5,,,
7,2022,HR_183,G1,,6,,,
7,2022,HR_183,G1,,7,,,
7,2022,HR_183,G1,,8,,,
7,2022,HR_148,G1,,1,,20.543,
7,2022,HR_148,G1,,2,,,
7,2022,HR_148,G1,,3,,,
7,2022,HR_148,G1,,4,,23.299,
7,2022,HR_148,G1,,5,,,
7,2022,HR_148,G1,,6,,,
7,2022,HR_148,G1,,7,,24.322,
7,2022,HR_148,G1,,8,,22.43,
7,2022,HR_156,G1,,1,,,
7,2022,HR_156,G1,,2,,21.499,
7,2022,HR_156,G1,,3,,,
7,2022,HR_156,G1,,4,,,
7,2022,HR_156,G1,,5,,,
7,2022,HR_156,G1,,6,,,
7,2022,HR_156,G1,,7,,23.647,
7,2022,HR_049,G1,,1,,18.538,
7,2022,HR_049,G1,,2,,,
7,2022,HR_049,G1,,3,,,
7,2022,HR_049,G1,,4,,19.143,
7,2022,HR_049,G1,,6,,,
7,2022,HR_049,G1,,7,,,
7,2022,HR_049,G1,,8,,,
7,2022,HR_131,G1,,1,,22.832,
7,2022,HR_131,G1,,2,,,
7,2022,HR_131,G1,,6,,22.661,
8,2022,HR_139,G1,,1,,18.96,
8,2022,HR_139,G1,,2,,,
8,2022,HR_139,G1,,3,,26.188,
8,2022,HR_139,G1,,4,,,
8,2022,HR_139,G1,,5,,,
8,2022,HR_139,G1,,7,,,
8,2022,HR_139,G1,,8,,,
8,2022,HR_019,G1,,1,,,
8,2022,HR_019,G1,,3,,22.309,
8,2022,HR_019,G1,,4,,,
8,2022,HR_019,G1,,5,,19.918,
8,2022,HR_019,G1,,6,,23.52,
8,2022,HR_019,G1,,8,,23.352,
8,2022,HR_121,G1,,1,,22.76,
8,2022,HR_121,G1,,3,,,
8,2022,HR_121,G1,,4,,,
8,2022,HR_121,G1,,5,,,
8,2022,HR_121,G1,,7,,24.925,
8,2022,HR_150,G1,,1,,,
8,2022,HR_150,G1,,2,,23.025,
8,2022,HR_150,G1,,3,,,
8,2022,HR_150,G1,,4,,,
8,2022,HR_150,G1,,5,,19.659,
8,2022,HR_150,G1,,6,,,
8,2022,HR_150,G1,,7,,,
8,2022,HR_150,G1,,8,,,
8,2022,HR_092,G1,,1,,,
8,2022,HR_092,G1,,2,,17.936,
8,2022,HR_092,G1,,3,,,
8,2022,HR_092,G1,,4,,,
8,2022,HR_092,G1,,7,,,
8,2022,HR_041,G1,,3,,,
8,2022,HR_041,G1,,4,,,
8,2022,HR_041,G1,,6,,26.981,
8,2022,HR_041,G1,,7,,23.45,
8,2022,HR_041,G1,,8,,,
8,2022,HR_033,G1,,1,,,
8,2022,HR_033,G1,,3,,,
8,2022,HR_033,G1,,5,,21.79,
8,2022,HR_033,G1,,6,,,
8,2022,HR_033,G1,,7,,17.01,
8,2022,HR_033,G1,,8,,,
8,2022,HR_169,G1,,1,,,
8,2022,HR_169,G1,,2,,,
8,2022,HR_169,G1,,3,,,
8,2022,HR_169,G1,,4,,,
8,2022,HR_169,G1,,6,,21.99,
8,2022,HR_169,G1,,7,,,
8,2022,HR_072,G1,,1,,,
8,2022,HR_072,G1,,3,,,
8,2022,HR_072,G1,,4,,,
8,2022,HR_072,G1,,5,,23.71,
8,2022,HR_072,G1,,6,,15.9,
8,2022,HR_177,G1,,1,,,
8,2022,HR_177,G1,,2,,24.18,
8,2022,HR_177,G1,,3,,,
8,2022,HR_177,G1,,6,,,
8,2022,HR_051,G1,,1,,,
8,2022,HR_051,G1,,3,,,
8,2022,HR_051,G1,,4,,,
8,2022,HR_051,G1,,5,,17.69,
8,2022,HR_051,G1,,6,,,
8,2022,HR_051,G1,,8,,23.06,
8,2022,HR_164,G1,,1,,,
8,2022,HR_164,G1,,2,,,
8,2022,HR_164,G1,,3,,12.51,
8,2022,HR_164,G1,,4,,,
8,2022,HR_164,G1,,5,,,
8,2022,HR_164,G1,,6,,,
8,2022,HR_164,G1,,7,,,
8,2022,HR_164,G1,,8,,,
8,2022,HR_119,G1,,1,,,
8,2022,HR_119,G1,,2,,,
8,2022,HR_119,G1,,3,,18.06,
8,2022,HR_119,G1,,4,,,
8,2022,HR_119,G1,,5,,19.97,
8,2022,HR_119,G1,,6,,27.064,
8,2022,HR_119,G1,,8,,,
8,2022,HR_141,G1,,2,,,
8,2022,HR_141,G1,,3,,,
8,2022,HR_141,G1,,4,,,
8,2022,HR_141,G1,,5,,,
8,2022,HR_141,G1,,6,,26.104,
8,2022,HR_141,G1,,7,,,
8,2022,HR_141,G1,,8,,,
8,2022,HR_158,G1,,1,,,
8,2022,HR_158,G1,,2,,,
8,2022,HR_158,G1,,3,,20.1,
8,2022,HR_158,G1,,6,,,
8,2022,HR_158,G1,,7,,23.03,
8,2022,HR_158,G1,,8,,,
8,2022,HR_026,G1,,1,,,
8,2022,HR_026,G1,,2,,20.252,
8,2022,HR_026,G1,,3,,25.015,
8,2022,HR_026,G1,,4,,,
8,2022,HR_026,G1,,5,,19.919,
8,2022,HR_026,G1,,6,,26.784,
8,2022,HR_026,G1,,7,,,
8,2022,HR_026,G1,,8,,,
8,2022,HR_178,G1,,1,,,
8,2022,HR_178,G1,,3,,,
8,2022,HR_178,G1,,4,,,
8,2022,HR_178,G1,,5,,,
8,2022,HR_178,G1,,6,,22.071,
8,2022,HR_178,G1,,7,,22.349,
8,2022,HR_178,G1,,8,,,
8,2022,HR_042,G1,,1,,,
8,2022,HR_042,G1,,3,,,
8,2022,HR_042,G1,,5,,,
8,2022,HR_042,G1,,6,,,
8,2022,HR_042,G1,,7,,25.413,
8,2022,HR_042,G1,,8,,25.366,
8,2022,HR_012,G1,,3,,,
8,2022,HR_012,G1,,4,,,
8,2022,HR_012,G1,,5,,,
8,2022,HR_012,G1,,8,,,
8,2022,HR_153,G1,,1,,,
8,2022,HR_153,G1,,2,,,
8,2022,HR_153,G1,,3,,,
8,2022,HR_153,G1,,4,,,
8,2022,HR_153,G1,,5,,,
8,2022,HR_153,G1,,6,,26.172,
8,2022,HR_153,G1,,7,,,
8,2022,HR_153,G1,,8,,,
8,2022,HR_133,G1,,1,,,
8,2022,HR_133,G1,,4,,,
8,2022,HR_133,G1,,5,,16.317,
8,2022,HR_133,G1,,6,,,
8,2022,HR_133,G1,,7,,,
8,2022,HR_133,G1,,8,,,
8,2022,HR_110,G1,,1,,19.849,
8,2022,HR_110,G1,,2,,,
8,2022,HR_110,G1,,3,,,
8,2022,HR_110,G1,,4,,,
8,2022,HR_110,G1,,5,,,
8,2022,HR_110,G1,,6,,,
8,2022,HR_110,G1,,7,,,
8,2022,HR_110,G1,,8,,,
8,2022,HR_145,G1,,2,,,
8,2022,HR_145,G1,,3,,21.568,
8,2022,HR_145,G1,,4,,17.091,
8,2022,HR_145,G1,,5,,22.613,
8,2022,HR_145,G1,,6,,,
8,2022,HR_145,G1,,7,,,
8,2022,HR_145,G1,,8,,,
8,2022,HR_111,G1,,1,,20.284,
8,2022,HR_111,G1,,3,,,
8,2022,HR_111,G1,,4,,,
8,2022,HR_111,G1,,6,,22.122,
8,2022,HR_111,G1,,7,,,
8,2022,HR_162,G1,,1,,,
8,2022,HR_162,G1,,2,,16.195,
8,2022,HR_162,G1,,4,,,
8,2022,HR_162,G1,,7,,20.139,
8,2022,HR_162,G1,,8,,19.043,
8,2022,HR_109,G1,,1,,,
8,2022,HR_109,G1,,2,,,
8,2022,HR_109,G1,,3,,18.069,
8,2022,HR_109,G1,,4,,,
8,2022,HR_109,G1,,5,,,
8,2022,HR_025,G1,,1,,18.701,
8,2022,HR_025,G1,,2,,18.398,
8,2022,HR_025,G1,,3,,,
8,2022,HR_007,G1,,1,,,
8,2022,HR_007,G1,,3,,18.956,
8,2022,HR_007,G1,,4,,,
8,2022,HR_007,G1,,6,,,
8,2022,HR_007,G1,,8,,,
8,2022,HR_176,G1,,1,,,
8,2022,HR_176,G1,,2,,,
8,2022,HR_176,G1,,3,,,
8,2022,HR_176,G1,,4,,,
8,2022,HR_176,G1,,5,,,
8,2022,HR_176,G1,,6,,,
8,2022,HR_176,G1,,7,,,
8,2022,HR_176,G1,,8,,,
8,2022,HR_064,G1,,1,,18.031,
8,2022,HR_064,G1,,2,,,
8,2022,HR_064,G1,,3,,23.402,
8,2022,HR_064,G1,,4,,17.506,
8,2022,HR_064,G1,,5,,,
8,2022,HR_064,G1,,6,,,
8,2022,HR_064,G1,,7,,,
8,2022,HR_064,G1,,8,,17.71,
8,2022,HR_006,G1,,1,,23.027,
8,2022,HR_006,G1,,2,,,
8,2022,HR_006,G1,,3,,,
8,2022,HR_006,G1,,4,,,
8,2022,HR_006,G1,,5,,,
8,2022,HR_006,G1,,7,,,
8,2022,HR_006,G1,,8,,,
8,2022,HR_115,G1,,1,,17.55,
8,2022,HR_115,G1,,2,,20.647,
8,2022,HR_115,G1,,3,,20.703,
8,2022,HR_115,G1,,4,,,
8,2022,HR_115,G1,,5,,,
8,2022,HR_115,G1,,8,,,
8,2022,HR_083,G1,,1,,,
8,2022,HR_083,G1,,2,,,
8,2022,HR_083,G1,,3,,,
8,2022,HR_083,G1,,4,,,
8,2022,HR_083,G1,,5,,21.471,
8,2022,HR_083,G1,,6,,20.913,
8,2022,HR_083,G1,,7,,19.654,
8,2022,HR_166,G1,,2,,,
8,2022,HR_166,G1,,3,,25.651,
8,2022,HR_166,G1,,4,,,
8,2022,HR_166,G1,,5,,21.257,
8,2022,HR_166,G1,,6,,,
8,2022,HR_166,G1,,7,,,
8,2022,HR_166,G1,,8,,,
8,2022,HR_088,G1,,2,,,
8,2022,HR_088,G1,,3,,,
8,2022,HR_088,G1,,4,,,
8,2022,HR_088,G1,,5,,,
8,2022,HR_088,G1,,6,,23.809,
8,2022,HR_088,G1,,7,,,
8,2022,HR_088,G1,,8,,21.059,
8,2022,HR_168,G1,,1,,,
8,2022,HR_168,G1,,2,,21.841,
8,2022,HR_168,G1,,3,,,
8,2022,HR_168,G1,,5,,,
8,2022,HR_168,G1,,6,,18.788,
8,2022,HR_168,G1,,7,,,
8,2022,HR_168,G1,,8,,,
8,2022,HR_068,G1,,1,,,
8,2022,HR_068,G1,,2,,,
8,2022,HR_068,G1,,3,,20.989,
8,2022,HR_068,G1,,4,,,
8,2022,HR_068,G1,,5,,,
8,2022,HR_068,G1,,6,,24.15,
8,2022,HR_068,G1,,7,,25.194,
8,2022,HR_068,G1,,8,,,
8,2022,HR_181,G1,,1,,,
8,2022,HR_181,G1,,3,,22.737,
8,2022,HR_181,G1,,4,,,
8,2022,HR_181,G1,,5,,,
8,2022,HR_181,G1,,6,,,
8,2022,HR_181,G1,,7,,,
8,2022,HR_181,G1,,8,,,
8,2022,HR_034,G1,,1,,,
8,2022,HR_034,G1,,4,,22.263,
8,2022,HR_034,G1,,6,,,
8,2022,HR_034,G1,,7,,,
8,2022,HR_034,G1,,8,,19.624,
8,2022,HR_018,G1,,1,,,
8,2022,HR_018,G1,,2,,,
8,2022,HR_018,G1,,3,,,
8,2022,HR_018,G1,,4,,,
8,2022,HR_018,G1,,5,,,
8,2022,HR_018,G1,,6,,22.211,
8,2022,HR_018,G1,,7,,,
8,2022,HR_018,G1,,8,,,
8,2022,HR_020,G1,,1,,,
8,2022,HR_020,G1,,2,,,
8,2022,HR_020,G1,,3,,,
8,2022,HR_020,G1,,4,,,
8,2022,HR_020,G1,,5,,19.207,
8,2022,HR_020,G1,,6,,,
8,2022,HR_020,G1,,7,,24.136,
8,2022,HR_020,G1,,8,,21.158,
8,2022,HR_116,G1,,1,,,
8,2022,HR_116,G1,,2,,,
8,2022,HR_116,G1,,3,,16.368,
8,2022,HR_116,G1,,4,,,
8,2022,HR_116,G1,,5,,,
8,2022,HR_116,G1,,6,,18.459,
8,2022,HR_116,G1,,7,,20.661,
8,2022,HR_116,G1,,8,,,
8,2022,HR_014,G1,,1,,22.243,
8,2022,HR_014,G1,,2,,,
8,2022,HR_014,G1,,3,,,
8,2022,HR_014,G1,,6,,22.13,
8,2022,HR_014,G1,,7,,24.239,
8,2022,HR_040,G1,,1,,,
8,2022,HR_040,G1,,2,,,
8,2022,HR_040,G1,,3,,,
8,2022,HR_040,G1,,4,,21.969,
8,2022,HR_040,G1,,8,,20.254,
8,2022,HR_071,G1,,1,,,
8,2022,HR_071,G1,,3,,19.961,
8,2022,HR_071,G1,,4,,22.219,
8,2022,HR_071,G1,,5,,23.192,
8,2022,HR_071,G1,,7,,21.94,
8,2022,HR_071,G1,,8,,,
8,2022,HR_079,G1,,1,,,
8,2022,HR_079,G1,,2,,,
8,2022,HR_079,G1,,4,,,
8,2022,HR_079,G1,,5,,,
8,2022,HR_079,G1,,6,,,
8,2022,HR_079,G1,,7,,,
8,2022,HR_079,G1,,8,,21.972,
9,2022,HR_193,G1,,1,,22.329,
9,2022,HR_193,G1,,2,,,
9,2022,HR_193,G1,,3,,,
9,2022,HR_193,G1,,4,,,
9,2022,HR_193,G1,,5,,,
9,2022,HR_193,G1,,6,,,
9,2022,HR_193,G1,,7,,,
9,2022,HR_193,G1,,8,,24.929,
9,2022,HR_016,G1,,1,,,
9,2022,HR_016,G1,,2,,24.091,
9,2022,HR_016,G1,,3,,,
9,2022,HR_016,G1,,4,,,
9,2022,HR_016,G1,,5,,,
9,2022,HR_016,G1,,6,,,
9,2022,HR_016,G1,,7,,,
9,2022,HR_016,G1,,8,,24.414,
9,2022,HR_190,G1,,1,,,
9,2022,HR_190,G1,,2,,,
9,2022,HR_190,G1,,3,,,
9,2022,HR_190,G1,,4,,,
9,2022,HR_190,G1,,5,,,
9,2022,HR_190,G1,,6,,,
9,2022,HR_190,G1,,7,,,
9,2022,HR_004,G1,,2,,,
9,2022,HR_004,G1,,4,,21.167,
9,2022,HR_004,G1,,5,,,
9,2022,HR_004,G1,,6,,,
9,2022,HR_004,G1,,7,,,
9,2022,HR_004,G1,,8,,,
9,2022,HR_113,G1,,2,,,
9,2022,HR_113,G1,,3,,,
9,2022,HR_113,G1,,4,,20.857,
9,2022,HR_113,G1,,5,,,
9,2022,HR_113,G1,,6,,,
9,2022,HR_113,G1,,7,,23.995,
9,2022,HR_113,G1,,8,,16.686,
9,2022,HR_009,G1,,1,,,
9,2022,HR_009,G1,,2,,,
9,2022,HR_009,G1,,3,,23.434,
9,2022,HR_009,G1,,4,,,
9,2022,HR_009,G1,,5,,,
9,2022,HR_009,G1,,6,,,
9,2022,HR_009,G1,,7,,22.947,
9,2022,HR_009,G1,,8,,,
9,2022,HR_103,G1,,1,,26.403,
9,2022,HR_103,G1,,2,,,
9,2022,HR_103,G1,,3,,,
9,2022,HR_103,G1,,4,,,
9,2022,HR_103,G1,,5,,,
9,2022,HR_103,G1,,6,,,
9,2022,HR_103,G1,,7,,,
9,2022,HR_103,G1,,8,,,
9,2022,HR_073,G1,,1,,,
9,2022,HR_073,G1,,2,,,
9,2022,HR_073,G1,,3,,,
9,2022,HR_073,G1,,4,,20.884,
9,2022,HR_073,G1,,5,,,
9,2022,HR_073,G1,,6,,,
9,2022,HR_073,G1,,7,,,
9,2022,HR_073,G1,,8,,,
9,2022,HR_149,G1,,1,,19.621,
9,2022,HR_149,G1,,2,,,
9,2022,HR_149,G1,,3,,21.085,
9,2022,HR_149,G1,,4,,,
9,2022,HR_149,G1,,5,,,
9,2022,HR_149,G1,,6,,24.715,
9,2022,HR_149,G1,,7,,20.468,
9,2022,HR_149,G1,,8,,22.706,
9,2022,HR_021,G1,,1,,,
9,2022,HR_021,G1,,2,,,
9,2022,HR_021,G1,,3,,,
9,2022,HR_021,G1,,5,,23.784,
9,2022,HR_021,G1,,6,,,
9,2022,HR_021,G1,,8,,25.071,
9,2022,HR_086,G1,,1,,,
9,2022,HR_086,G1,,2,,,
9,2022,HR_086,G1,,3,,19.859,
9,2022,HR_086,G1,,4,,,
9,2022,HR_086,G1,,5,,25.433,
9,2022,HR_086,G1,,6,,,
9,2022,HR_086,G1,,7,,,
9,2022,HR_086,G1,,8,,,
9,2022,HR_108,G1,,1,,22.931,
9,2022,HR_108,G1,,3,,,
9,2022,HR_108,G1,,5,,,
9,2022,HR_108,G1,,6,,,
9,2022,HR_108,G1,,7,,20.725,
9,2022,HR_108,G1,,8,,22.548,
9,2022,HR_085,G1,,1,,,
9,2022,HR_085,G1,,2,,,
9,2022,HR_085,G1,,3,,,
9,2022,HR_085,G1,,4,,24.765,
9,2022,HR_085,G1,,5,,,
9,2022,HR_085,G1,,6,,,
9,2022,HR_085,G1,,7,,,
9,2022,HR_085,G1,,8,,25.248,
9,2022,HR_197,G1,,1,,,
9,2022,HR_197,G1,,2,,,
9,2022,HR_197,G1,,3,,,
9,2022,HR_197,G1,,4,,20.436,
9,2022,HR_197,G1,,5,,,
9,2022,HR_197,G1,,6,,,
9,2022,HR_197,G1,,7,,11.689,
9,2022,HR_197,G1,,8,,24.336,
9,2022,HR_146,G1,,1,,,
9,2022,HR_146,G1,,2,,22.323,
9,2022,HR_146,G1,,3,,,
9,2022,HR_146,G1,,4,,,
9,2022,HR_146,G1,,5,,22.124,
9,2022,HR_146,G1,,6,,21.947,
9,2022,HR_146,G1,,8,,,
9,2022,HR_095,G1,,1,,26.277,
9,2022,HR_095,G1,,2,,,
9,2022,HR_095,G1,,3,,26.107,
9,2022,HR_095,G1,,4,,20.429,
9,2022,HR_095,G1,,5,,,
9,2022,HR_095,G1,,6,,,
9,2022,HR_095,G1,,7,,,
9,2022,HR_095,G1,,8,,,
9,2022,HR_053,G1,,1,,,
9,2022,HR_053,G1,,2,,,
9,2022,HR_053,G1,,3,,,
9,2022,HR_053,G1,,4,,23.153,
9,2022,HR_053,G1,,5,,,
9,2022,HR_053,G1,,6,,,
9,2022,HR_053,G1,,7,,,
9,2022,HR_053,G1,,8,,,
9,2022,HR_196,G1,,2,,,
9,2022,HR_196,G1,,3,,22.039,
9,2022,HR_196,G1,,4,,,
9,2022,HR_196,G1,,7,,18.385,
9,2022,HR_196,G1,,8,,,
9,2022,HR_101,G1,,2,,,
9,2022,HR_101,G1,,3,,17.569,
9,2022,HR_101,G1,,4,,,
9,2022,HR_101,G1,,5,,,
9,2022,HR_101,G1,,6,,19.862,
9,2022,HR_101,G1,,7,,,
9,2022,HR_101,G1,,8,,22.529,
9,2022,HR_027,G1,,1,,,
9,2022,HR_027,G1,,2,,,
9,2022,HR_027,G1,,3,,25.964,
9,2022,HR_027,G1,,5,,27.006,
9,2022,HR_027,G1,,6,,23.895,
9,2022,HR_027,G1,,7,,,
9,2022,HR_027,G1,,8,,26.773,
9,2022,HR_135,G1,,2,,25.096,
9,2022,HR_135,G1,,3,,,
9,2022,HR_135,G1,,4,,,
9,2022,HR_135,G1,,6,,,
9,2022,HR_135,G1,,8,,22.067,
9,2022,HR_087,G1,,1,,,
9,2022,HR_087,G1,,2,,,
9,2022,HR_087,G1,,3,,,
9,2022,HR_087,G1,,4,,23.092,
9,2022,HR_087,G1,,5,,,
9,2022,HR_087,G1,,6,,,
9,2022,HR_087,G1,,7,,,
9,2022,HR_087,G1,,8,,24.214,
9,2022,HR_011,G1,,2,,,
9,2022,HR_011,G1,,3,,,
9,2022,HR_011,G1,,4,,,
9,2022,HR_011,G1,,5,,,
9,2022,HR_011,G1,,6,,20.168,
9,2022,HR_011,G1,,8,,22.001,
9,2022,HR_050,G1,,4,,,
9,2022,HR_050,G1,,5,,19.019,
9,2022,HR_050,G1,,6,,24.466,
9,2022,HR_050,G1,,7,,25.675,
9,2022,HR_047,G1,,1,,,
9,2022,HR_047,G1,,2,,,
9,2022,HR_047,G1,,3,,,
9,2022,HR_047,G1,,4,,,
9,2022,HR_047,G1,,5,,,
9,2022,HR_047,G1,,6,,,
9,2022,HR_047,G1,,7,,25.13,
9,2022,HR_047,G1,,8,,,
9,2022,HR_043,G1,,1,,,
9,2022,HR_043,G1,,2,,,
9,2022,HR_043,G1,,3,,22.711,
9,2022,HR_043,G1,,4,,23.986,
9,2022,HR_043,G1,,5,,,
9,2022,HR_043,G1,,7,,,
9,2022,HR_043,G1,,8,,25.631,
9,2022,HR_123,G1,,1,,,
9,2022,HR_123,G1,,2,,,
9,2022,HR_123,G1,,3,,,
9,2022,HR_123,G1,,4,,,
9,2022,HR_123,G1,,5,,,
9,2022,HR_123,G1,,6,,,
9,2022,HR_123,G1,,7,,,
9,2022,HR_123,G1,,8,,24.183,
9,2022,HR_044,G1,,1,,,
9,2022,HR_044,G1,,2,,,
9,2022,HR_044,G1,,3,,,
9,2022,HR_044,G1,,4,,22.225,
9,2022,HR_044,G1,,5,,,
9,2022,HR_044,G1,,6,,23.888,
9,2022,HR_044,G1,,8,,25.119,
9,2022,HR_035,G1,,1,,23.151,
9,2022,HR_035,G1,,2,,,
9,2022,HR_035,G1,,3,,25.642,
9,2022,HR_035,G1,,4,,,
9,2022,HR_035,G1,,5,,,
9,2022,HR_035,G1,,6,,,
9,2022,HR_035,G1,,7,,25.23,
9,2022,HR_035,G1,,8,,,
9,2022,HR_118,G1,,1,,20.065,
9,2022,HR_118,G1,,2,,,
9,2022,HR_118,G1,,3,,,
9,2022,HR_118,G1,,4,,,
9,2022,HR_118,G1,,5,,17.352,
9,2022,HR_118,G1,,6,,,
9,2022,HR_118,G1,,7,,,
9,2022,HR_118,G1,,8,,,
9,2022,HR_126,G1,,1,,19.844,
9,2022,HR_126,G1,,2,,,
9,2022,HR_126,G1,,3,,23.18,
9,2022,HR_126,G1,,4,,,
9,2022,HR_126,G1,,5,,,
9,2022,HR_126,G1,,6,,,
9,2022,HR_126,G1,,7,,,
9,2022,HR_126,G1,,8,,,
9,2022,HR_170,G1,,1,,,
9,2022,HR_170,G1,,2,,,
9,2022,HR_170,G1,,3,,,
9,2022,HR_170,G1,,4,,21.135,
9,2022,HR_170,G1,,7,,20.687,
9,2022,HR_170,G1,,8,,,
9,2022,HR_080,G1,,2,,,
9,2022,HR_080,G1,,3,,21.142,
9,2022,HR_080,G1,,4,,19.525,
9,2022,HR_080,G1,,5,,21.281,
9,2022,HR_080,G1,,7,,,
9,2022,HR_038,G1,,1,,,
9,2022,HR_038,G1,,2,,,
9,2022,HR_038,G1,,3,,,
9,2022,HR_038,G1,,4,,,
9,2022,HR_038,G1,,5,,,
9,2022,HR_038,G1,,6,,,
9,2022,HR_038,G1,,7,,23.652,
9,2022,HR_038,G1,,8,,23.292,
9,2022,HR_066,G1,,1,,,
9,2022,HR_066,G1,,3,,,
9,2022,HR_066,G1,,4,,,
9,2022,HR_066,G1,,5,,18.906,
9,2022,HR_066,G1,,6,,,
9,2022,HR_066,G1,,8,,26.949,
9,2022,HR_062,G1,,1,,,
9,2022,HR_062,G1,,2,,,
9,2022,HR_062,G1,,3,,,
9,2022,HR_062,G1,,4,,,
9,2022,HR_062,G1,,5,,18.978,
9,2022,HR_062,G1,,6,,,
9,2022,HR_062,G1,,7,,20.512,
9,2022,HR_062,G1,,8,,21.224,
9,2022,HR_129,G1,,1,,22.005,
9,2022,HR_129,G1,,2,,,
9,2022,HR_129,G1,,3,,,
9,2022,HR_129,G1,,4,,,
9,2022,HR_129,G1,,5,,,
9,2022,HR_129,G1,,6,,14.197,
9,2022,HR_129,G1,,7,,19.034,
9,2022,HR_129,G1,,8,,20.915,
9,2022,HR_039,G1,,1,,,
9,2022,HR_039,G1,,2,,21.745,
9,2022,HR_039,G1,,3,,,
9,2022,HR_039,G1,,4,,,
9,2022,HR_039,G1,,5,,,
9,2022,HR_039,G1,,6,,,
9,2022,HR_039,G1,,7,,22.28,
9,2022,HR_039,G1,,8,,,
9,2022,HR_037,G1,,1,,,
9,2022,HR_037,G1,,2,,17.165,
9,2022,HR_037,G1,,3,,,
9,2022,HR_037,G1,,4,,,
9,2022,HR_037,G1,,5,,23.684,
9,2022,HR_037,G1,,6,,21.916,
9,2022,HR_037,G1,,7,,22.8,
9,2022,HR_037,G1,,8,,18.66,
9,2022,HR_107,G1,,1,,19.438,
9,2022,HR_107,G1,,2,,22.042,
9,2022,HR_107,G1,,3,,,
9,2022,HR_107,G1,,4,,20.443,
9,2022,HR_107,G1,,5,,,
9,2022,HR_107,G1,,6,,,
9,2022,HR_107,G1,,7,,,
9,2022,HR_107,G1,,8,,,
9,2022,HR_159,G1,,1,,16.39,
9,2022,HR_159,G1,,2,,25.658,
9,2022,HR_159,G1,,3,,,
9,2022,HR_159,G1,,4,,21.395,
9,2022,HR_159,G1,,5,,22.741,
9,2022,HR_159,G1,,7,,21.376,
9,2022,HR_159,G1,,8,,,
9,2022,HR_195,G1,,1,,23.467,
9,2022,HR_195,G1,,2,,,
9,2022,HR_195,G1,,3,,,
9,2022,HR_195,G1,,5,,,
9,2022,HR_195,G1,,7,,,
9,2022,HR_195,G1,,8,,20.12,
9,2022,HR_036,G1,,1,,,
9,2022,HR_036,G1,,2,,23.919,
9,2022,HR_036,G1,,3,,,
9,2022,HR_036,G1,,4,,,
9,2022,HR_036,G1,,6,,17.371,
9,2022,HR_036,G1,,7,,18.432,
9,2022,HR_036,G1,,8,,17.317,
9,2022,HR_174,G1,,1,,,
9,2022,HR_174,G1,,2,,,
9,2022,HR_174,G1,,3,,,
9,2022,HR_174,G1,,4,,,
9,2022,HR_174,G1,,5,,20.86,
9,2022,HR_174,G1,,6,,24.023,
