positionID,packID,row,group.position,position,maternalID,paternalID,planting.notes,presence1,leafnumber1,notes1,presence2,leafnumber2,notes2,presence3,leafnumber3,notes3,presence4,flowering4,munched4,notes4,presence5,flowering5,munched5,notes5,presence6,notes6,notes7,presence8,flowering8,crispy.pods8,green.pods8,ground.pods8,pods.on.plant8,seed.ct,green.seed.ct,ground.seed.ct,notes8,final.notes
1542,320,200,35,34.9,118,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1543,320,200,35,35,118,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1544,320,200,35,35.1,118,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1545,320,200,35,35.2,118,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1546,321,200,37,36.8,187,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1547,321,200,37,36.9,187,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1548,321,200,37,37,187,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1549,321,200,37,37.1,187,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1550,321,200,37,37.2,187,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1551,322,200,39,38.8,133,198,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1552,322,200,39,38.9,133,198,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1553,322,200,39,39,133,198,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1554,322,200,39,39.1,133,198,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1555,322,200,39,39.2,133,198,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1556,323,200,41,40.8,184,76,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1557,323,200,41,40.9,184,76,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1558,323,200,41,41,184,76,,0,NA,,0,NA,,0,NA,,0,NA,NA,,1,0,0,,1,,no pods on plant,1,0,NA,NA,NA,NA,NA,NA,NA,,
1559,323,200,41,41.1,184,76,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1560,323,200,41,41.2,184,76,,1,4,,1,14,,1,27,munched,1,0,1,,1,1,1,,1,,,1,1,1,10,0,0,9,104,NA,,
1561,324,200,43,42.8,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1562,324,200,43,42.9,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1563,324,200,43,43,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1564,324,200,43,43.1,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1565,324,200,43,43.2,202,126,43.2m seed planted at 43.3m because of hole,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1566,325,201,1,0.8,21,58,,1,6,,1,19,,1,11,munched,1,0,0,,1,1,1,,1,,,1,1,0,0,2,0,NA,NA,22,only stem remaining,
1567,325,201,1,0.9,21,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1568,325,201,1,1,21,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1569,325,201,1,1.1,21,58,,1,5,,1,19,,1,24,munched,1,1,1,,1,1,1,,1,,,1,1,1,0,3,1,8,NA,12,,
1570,325,201,1,1.2,21,58,,1,9,,1,22,,1,14,munched,1,0,1,,1,1,1,,1,,,1,1,1,0,3,0,5,NA,23,,
1571,327,201,3,2.8,78,112,3.0m seed may be at large,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1572,327,201,3,2.9,78,112,3.0m seed may be at large,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1573,327,201,3,3,78,112,3.0m seed may be at large,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1574,327,201,3,3.1,78,112,3.0m seed may be at large,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1575,327,201,3,3.2,78,112,3.0m seed may be at large,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1576,328,201,5,4.8,27,131,,1,6,,1,29,,1,44,munched,1,1,1,,1,1,1,,1,,,1,1,4,2,9,2,30,14,49,,
1577,328,201,5,4.9,27,131,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1578,328,201,5,5,27,131,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1579,328,201,5,5.1,27,131,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1580,328,201,5,5.2,27,131,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1581,329,201,7,6.8,189,63,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1582,329,201,7,6.9,189,63,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1583,329,201,7,7,189,63,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1584,329,201,7,7.1,189,63,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1585,329,201,7,7.2,189,63,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1586,330,201,9,8.8,96,122,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1587,330,201,9,8.9,96,122,,1,11,,1,38,,1,24,munched,1,1,1,,1,1,1,,1,,,1,1,11,2,5,18,59,18,34,,
1588,330,201,9,9,96,122,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1589,330,201,9,9.1,96,122,,1,16,,1,43,,1,30,munched,1,1,1,,1,1,1,,1,,,1,1,0,0,0,0,NA,NA,NA,,
1590,330,201,9,9.2,96,122,,1,3,,1,18,,1,19,munched,1,0,1,,1,1,1,,1,,pod collected off ground,1,1,1,0,1,0,10,NA,9,,
1591,331,201,11,10.8,13,139,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1592,331,201,11,10.9,13,139,,1,4,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1593,331,201,11,11,13,139,,1,3,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1594,331,201,11,11.1,13,139,,1,3,,1,7,,1,15,,1,0,1,,1,1,1,,1,,,1,1,0,0,0,0,NA,NA,NA,only stem remaining,
1595,331,201,11,11.2,13,139,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1596,332,201,13,12.8,50,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1597,332,201,13,12.9,50,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1598,332,201,13,13,50,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1599,332,201,13,13.1,50,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1600,332,201,13,13.2,50,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1601,334,201,15,14.8,186,106,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1602,334,201,15,14.9,186,106,,1,3,seedling halfway btw .8and .9,1,7,,1,45,,1,0,1,,1,1,1,,1,,,1,1,0,0,0,0,NA,NA,NA,only stem remaining,
1603,334,201,15,15,186,106,,1,3,,1,8,,1,32,,1,0,1,,1,1,1,,1,,only stem remaining,1,1,1,0,0,0,9,NA,NA,,
1604,334,201,15,15.1,186,106,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1605,334,201,15,15.2,186,106,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1606,335,201,17,16.8,155,81,,1,3,,1,10,,1,7,munched,1,0,1,,0,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1607,335,201,17,16.9,155,81,,1,4,,1,19,,1,11,munched,1,0,1,,0,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1608,335,201,17,17,155,81,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1609,335,201,17,17.1,155,81,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1610,335,201,17,17.2,155,81,,1,0,,1,3,,1,4,munched,1,0,0,,1,0,1,,1,,,1,1,0,1,0,0,NA,6,NA,,
1611,336,201,19,18.8,29,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1612,336,201,19,18.9,29,58,,1,4,,1,17,,1,23,munched,1,0,1,,1,1,1,,1,,,1,1,2,0,0,0,14,NA,NA,,
1613,336,201,19,19,29,58,,1,4,,1,25,,1,10,munched,1,0,1,,1,0,1,,1,,,1,0,NA,NA,NA,NA,NA,NA,NA,,
1614,336,201,19,19.1,29,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1615,336,201,19,19.2,29,58,,1,3,,1,17,,1,24,munched,1,0,1,,1,1,1,,1,,,1,1,4,1,3,2,12,3,5,,
1616,337,201,21,20.8,120,149,,1,3,,1,10,,1,6,munched,1,0,1,,1,1,1,,1,,,1,1,0,0,0,0,NA,NA,NA,,
1617,337,201,21,20.9,120,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1618,337,201,21,21,120,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1619,337,201,21,21.1,120,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1620,337,201,21,21.2,120,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1621,338,201,23,22.8,21,58,,1,4,,1,15,,1,12,munched,1,0,1,,1,1,1,,1,,,1,1,0,0,0,1,NA,NA,NA,,
1622,338,201,23,22.9,21,58,,1,4,,1,19,,1,12,munched,1,0,1,,1,1,0,,1,,,1,1,8,2,0,5,45,10,NA,,
1623,338,201,23,23,21,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1624,338,201,23,23.1,21,58,,1,4,,1,23,,1,6,munched,1,0,0,,1,1,1,,1,,,1,1,2,0,0,0,1,NA,NA,munched,
1625,338,201,23,23.2,21,58,,1,6,,1,17,,1,0,munched,1,0,0,,1,1,1,,1,,,1,1,1,3,0,0,4,9,NA,,
1626,339,201,25,24.8,20,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1627,339,201,25,24.9,20,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1628,339,201,25,25,20,127,,1,3,,1,12,,1,38,,1,0,1,,1,1,1,,1,,,1,1,1,1,0,6,7,9,NA,,
1629,339,201,25,25.1,20,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1630,339,201,25,25.2,20,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1631,340,201,27,26.8,47,122,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1632,340,201,27,26.9,47,122,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1633,340,201,27,27,47,122,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1634,340,201,27,27.1,47,122,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1635,340,201,27,27.2,47,122,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1636,341,201,29,28.8,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1637,341,201,29,28.9,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1638,341,201,29,29,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1639,341,201,29,29.1,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1640,341,201,29,29.2,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1641,342,201,31,30.8,187,119,,0,NA,,0,0,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1642,342,201,31,30.9,187,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1643,342,201,31,31,187,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1644,342,201,31,31.1,187,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1645,342,201,31,31.2,187,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1646,343,201,33,32.8,129,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1647,343,201,33,32.9,129,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1648,343,201,33,33,129,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1649,343,201,33,33.1,129,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1650,343,201,33,33.2,129,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1651,344,201,35,34.8,148,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1652,344,201,35,34.9,148,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1653,344,201,35,35,148,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1654,344,201,35,35.1,148,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1655,344,201,35,35.2,148,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1656,345,201,37,36.8,134,135,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1657,345,201,37,36.9,134,135,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1658,345,201,37,37,134,135,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1659,345,201,37,37.1,134,135,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1660,345,201,37,37.2,134,135,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1661,346,201,39,38.8,195,152,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1662,346,201,39,38.9,195,152,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1663,346,201,39,39,195,152,,0,NA,,0,NA,,1,1,,1,0,0,,1,0,0,,1,,,1,0,NA,NA,NA,NA,NA,NA,NA,,
1664,346,201,39,39.1,195,152,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1665,346,201,39,39.2,195,152,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1666,347,201,41,40.8,190,138,,1,2,,1,14,,1,26,,1,0,1,,1,1,1,,1,pods collected on ground nearby,,1,1,0,0,3,0,NA,NA,23,munched,
1667,347,201,41,40.9,190,138,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1668,347,201,41,41,190,138,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1669,347,201,41,41.1,190,138,,1,3,,1,11,,1,16,munched,1,0,1,,1,1,1,,1,,,1,1,0,0,0,0,NA,NA,NA,,
1670,347,201,41,41.2,190,138,,1,5,,1,16,,1,12,munched,1,0,1,,1,1,1,,1,,,1,1,0,0,2,0,NA,NA,15,,
1671,348,201,43,42.8,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1672,348,201,43,42.9,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1673,348,201,43,43,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1674,348,201,43,43.1,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1675,348,201,43,43.2,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1676,349,202,1,0.8,46,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1677,349,202,1,0.9,46,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1678,349,202,1,1,46,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1679,349,202,1,1.1,46,162,,0,NA,seedling of questionable identity,0,NA,misid,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1680,349,202,1,1.2,46,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1681,350,202,3,2.8,51,1,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1682,350,202,3,2.9,51,1,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1683,350,202,3,3,51,1,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1684,350,202,3,3.1,51,1,,1,5,,1,7,,1,11,,1,0,0,,1,1,0,,1,,,1,1,13,7,0,2,127,55,NA,,
1685,350,202,3,3.2,51,1,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1686,351,202,5,4.8,77,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1687,351,202,5,4.9,77,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1688,351,202,5,5,77,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1689,351,202,5,5.1,77,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1690,351,202,5,5.2,77,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1691,352,202,7,6.8,84,99,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1692,352,202,7,6.9,84,99,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1693,352,202,7,7,84,99,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1694,352,202,7,7.1,84,99,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1695,352,202,7,7.2,84,99,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1696,353,202,9,8.8,109,167,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1697,353,202,9,8.9,109,167,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1698,353,202,9,9,109,167,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1699,353,202,9,9.1,109,167,,1,3,,1,7,,1,11,,1,0,0,,1,1,1,,1,,,1,1,5,0,0,2,55,NA,NA,,
1700,353,202,9,9.2,109,167,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
1701,354,202,11,10.8,190,138,,0,NA,,0,NA,,0,NA,,0,NA,NA,,NA,NA,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,
